datetime,date,hour,province,amphoe,tambon,pm25_avg,pm25_max,temperature_avg,temperature_max,humidity_avg,heat_index,source_station_id,lat,lon
2026-05-07 10:00:00,2026-05-07,10,Chiang Mai,Mueang Chiang Mai,Suthep,111.59,123.41,33.28,34.77,62.07,33.7,CMU_ST_001,18.7961,98.9525
2026-05-07 11:00:00,2026-05-07,11,Chiang Mai,Mueang Chiang Mai,Suthep,102.89,119.45,34.73,35.76,59.6,35.07,CMU_ST_001,18.7961,98.9525
2026-05-07 12:00:00,2026-05-07,12,Chiang Mai,Mueang Chiang Mai,Suthep,87.55,96.67,35.1,36.18,60.53,35.47,CMU_ST_001,18.7961,98.9525
2026-05-07 13:00:00,2026-05-07,13,Chiang Mai,Mueang Chiang Mai,Suthep,69.1,80.61,37.07,38.7,54.06,37.21,CMU_ST_001,18.7961,98.9525
2026-05-07 14:00:00,2026-05-07,14,Chiang Mai,Mueang Chiang Mai,Suthep,68.7,82.52,36.67,37.37,50.24,36.68,CMU_ST_001,18.7961,98.9525
2026-05-07 15:00:00,2026-05-07,15,Chiang Mai,Mueang Chiang Mai,Suthep,61.69,75.43,37.08,38.0,55.59,37.28,CMU_ST_001,18.7961,98.9525
2026-05-07 16:00:00,2026-05-07,16,Chiang Mai,Mueang Chiang Mai,Suthep,64.16,73.8,36.13,37.48,58.13,36.42,CMU_ST_001,18.7961,98.9525
2026-05-07 17:00:00,2026-05-07,17,Chiang Mai,Mueang Chiang Mai,Suthep,60.19,65.83,35.59,37.36,53.65,35.71,CMU_ST_001,18.7961,98.9525
2026-05-07 18:00:00,2026-05-07,18,Chiang Mai,Mueang Chiang Mai,Suthep,57.8,68.7,36.15,37.07,53.78,36.28,CMU_ST_001,18.7961,98.9525
2026-05-07 19:00:00,2026-05-07,19,Chiang Mai,Mueang Chiang Mai,Suthep,48.08,63.87,35.07,35.98,51.97,35.14,CMU_ST_001,18.7961,98.9525
2026-05-07 20:00:00,2026-05-07,20,Chiang Mai,Mueang Chiang Mai,Suthep,52.41,65.45,34.19,34.84,56.36,34.42,CMU_ST_001,18.7961,98.9525
2026-05-07 21:00:00,2026-05-07,21,Chiang Mai,Mueang Chiang Mai,Suthep,49.96,63.46,33.77,34.41,54.67,33.93,CMU_ST_001,18.7961,98.9525
2026-05-07 22:00:00,2026-05-07,22,Chiang Mai,Mueang Chiang Mai,Suthep,48.64,58.74,33.43,34.32,59.61,33.77,CMU_ST_001,18.7961,98.9525
2026-05-07 23:00:00,2026-05-07,23,Chiang Mai,Mueang Chiang Mai,Suthep,47.36,55.09,32.22,32.69,57.17,32.47,CMU_ST_001,18.7961,98.9525
2026-05-01 00:00:00,2026-05-01,0,Chiang Mai,Mueang Chiang Mai,Chang Phueak,42.63,64.62,32.32,33.86,59.66,32.66,CMU_ST_002,18.8107,98.9817
2026-05-01 01:00:00,2026-05-01,1,Chiang Mai,Mueang Chiang Mai,Chang Phueak,43.14,48.76,31.31,31.96,61.7,31.72,CMU_ST_002,18.8107,98.9817
2026-05-01 02:00:00,2026-05-01,2,Chiang Mai,Mueang Chiang Mai,Chang Phueak,52.11,64.59,30.72,31.86,59.58,31.05,CMU_ST_002,18.8107,98.9817
2026-05-01 03:00:00,2026-05-01,3,Chiang Mai,Mueang Chiang Mai,Chang Phueak,54.78,76.48,30.94,31.56,65.76,31.49,CMU_ST_002,18.8107,98.9817
2026-05-01 04:00:00,2026-05-01,4,Chiang Mai,Mueang Chiang Mai,Chang Phueak,72.05,80.12,29.82,31.11,69.74,30.52,CMU_ST_002,18.8107,98.9817
2026-05-01 05:00:00,2026-05-01,5,Chiang Mai,Mueang Chiang Mai,Chang Phueak,76.96,99.89,30.17,30.79,61.88,30.59,CMU_ST_002,18.8107,98.9817
2026-05-01 06:00:00,2026-05-01,6,Chiang Mai,Mueang Chiang Mai,Chang Phueak,98.48,105.92,30.02,31.51,66.6,30.6,CMU_ST_002,18.8107,98.9817
2026-05-01 07:00:00,2026-05-01,7,Chiang Mai,Mueang Chiang Mai,Chang Phueak,112.99,118.45,30.54,31.62,64.36,31.05,CMU_ST_002,18.8107,98.9817
2026-05-01 08:00:00,2026-05-01,8,Chiang Mai,Mueang Chiang Mai,Chang Phueak,115.77,129.24,32.42,33.76,59.9,32.77,CMU_ST_002,18.8107,98.9817
2026-05-01 09:00:00,2026-05-01,9,Chiang Mai,Mueang Chiang Mai,Chang Phueak,113.18,137.45,33.71,34.66,54.47,33.87,CMU_ST_002,18.8107,98.9817
2026-05-01 10:00:00,2026-05-01,10,Chiang Mai,Mueang Chiang Mai,Chang Phueak,106.36,114.14,34.38,34.98,59.46,34.71,CMU_ST_002,18.8107,98.9817
2026-05-01 11:00:00,2026-05-01,11,Chiang Mai,Mueang Chiang Mai,Chang Phueak,80.69,89.64,35.23,35.95,50.77,35.26,CMU_ST_002,18.8107,98.9817
2026-05-01 12:00:00,2026-05-01,12,Chiang Mai,Mueang Chiang Mai,Chang Phueak,76.54,101.45,37.07,38.3,48.45,37.07,CMU_ST_002,18.8107,98.9817
2026-05-01 13:00:00,2026-05-01,13,Chiang Mai,Mueang Chiang Mai,Chang Phueak,66.79,73.83,37.02,37.48,55.09,37.19,CMU_ST_002,18.8107,98.9817
2026-05-01 14:00:00,2026-05-01,14,Chiang Mai,Mueang Chiang Mai,Chang Phueak,64.95,70.28,37.39,39.13,49.38,37.39,CMU_ST_002,18.8107,98.9817
2026-05-01 15:00:00,2026-05-01,15,Chiang Mai,Mueang Chiang Mai,Chang Phueak,45.96,66.42,37.53,37.94,46.2,37.53,CMU_ST_002,18.8107,98.9817
2026-05-01 16:00:00,2026-05-01,16,Chiang Mai,Mueang Chiang Mai,Chang Phueak,55.51,73.61,38.31,39.8,49.85,38.31,CMU_ST_002,18.8107,98.9817
2026-05-01 17:00:00,2026-05-01,17,Chiang Mai,Mueang Chiang Mai,Chang Phueak,55.15,78.89,38.03,38.69,47.72,38.03,CMU_ST_002,18.8107,98.9817
2026-05-01 18:00:00,2026-05-01,18,Chiang Mai,Mueang Chiang Mai,Chang Phueak,53.53,58.85,36.46,37.2,53.43,36.58,CMU_ST_002,18.8107,98.9817
2026-05-01 19:00:00,2026-05-01,19,Chiang Mai,Mueang Chiang Mai,Chang Phueak,46.02,64.96,36.05,37.62,52.66,36.14,CMU_ST_002,18.8107,98.9817
2026-05-01 20:00:00,2026-05-01,20,Chiang Mai,Mueang Chiang Mai,Chang Phueak,50.0,60.75,34.97,35.54,59.73,35.31,CMU_ST_002,18.8107,98.9817
2026-05-01 21:00:00,2026-05-01,21,Chiang Mai,Mueang Chiang Mai,Chang Phueak,36.38,48.58,34.56,35.12,59.94,34.9,CMU_ST_002,18.8107,98.9817
2026-05-01 22:00:00,2026-05-01,22,Chiang Mai,Mueang Chiang Mai,Chang Phueak,38.52,62.65,34.77,36.49,60.0,35.12,CMU_ST_002,18.8107,98.9817
2026-05-01 23:00:00,2026-05-01,23,Chiang Mai,Mueang Chiang Mai,Chang Phueak,39.9,53.57,33.9,35.43,54.65,34.06,CMU_ST_002,18.8107,98.9817
2026-05-02 00:00:00,2026-05-02,0,Chiang Mai,Mueang Chiang Mai,Chang Phueak,37.66,44.17,32.35,33.44,60.51,32.72,CMU_ST_002,18.8107,98.9817
2026-05-02 01:00:00,2026-05-02,1,Chiang Mai,Mueang Chiang Mai,Chang Phueak,42.54,57.54,32.5,33.72,64.68,33.02,CMU_ST_002,18.8107,98.9817
2026-05-02 02:00:00,2026-05-02,2,Chiang Mai,Mueang Chiang Mai,Chang Phueak,41.13,65.33,31.46,32.79,63.98,31.95,CMU_ST_002,18.8107,98.9817
2026-05-02 03:00:00,2026-05-02,3,Chiang Mai,Mueang Chiang Mai,Chang Phueak,59.3,73.33,30.96,32.36,62.06,31.38,CMU_ST_002,18.8107,98.9817
2026-05-02 04:00:00,2026-05-02,4,Chiang Mai,Mueang Chiang Mai,Chang Phueak,58.85,75.01,30.15,31.51,68.66,30.8,CMU_ST_002,18.8107,98.9817
2026-05-02 05:00:00,2026-05-02,5,Chiang Mai,Mueang Chiang Mai,Chang Phueak,85.61,91.04,30.23,31.31,63.11,30.69,CMU_ST_002,18.8107,98.9817
2026-05-02 06:00:00,2026-05-02,6,Chiang Mai,Mueang Chiang Mai,Chang Phueak,100.41,115.53,30.85,32.39,67.19,31.45,CMU_ST_002,18.8107,98.9817
2026-05-02 07:00:00,2026-05-02,7,Chiang Mai,Mueang Chiang Mai,Chang Phueak,99.92,123.37,31.32,31.92,60.43,31.69,CMU_ST_002,18.8107,98.9817
2026-05-02 08:00:00,2026-05-02,8,Chiang Mai,Mueang Chiang Mai,Chang Phueak,103.42,110.03,32.9,34.59,65.02,33.42,CMU_ST_002,18.8107,98.9817
2026-05-02 09:00:00,2026-05-02,9,Chiang Mai,Mueang Chiang Mai,Chang Phueak,98.47,111.4,33.63,34.92,61.2,34.03,CMU_ST_002,18.8107,98.9817
2026-05-02 10:00:00,2026-05-02,10,Chiang Mai,Mueang Chiang Mai,Chang Phueak,92.76,103.99,34.1,34.81,55.34,34.29,CMU_ST_002,18.8107,98.9817
2026-05-02 11:00:00,2026-05-02,11,Chiang Mai,Mueang Chiang Mai,Chang Phueak,77.42,102.32,36.01,37.1,50.48,36.02,CMU_ST_002,18.8107,98.9817
2026-05-02 12:00:00,2026-05-02,12,Chiang Mai,Mueang Chiang Mai,Chang Phueak,73.55,81.01,36.52,37.81,53.1,36.62,CMU_ST_002,18.8107,98.9817
2026-05-02 13:00:00,2026-05-02,13,Chiang Mai,Mueang Chiang Mai,Chang Phueak,62.48,77.45,36.55,37.48,48.71,36.55,CMU_ST_002,18.8107,98.9817
2026-05-02 14:00:00,2026-05-02,14,Chiang Mai,Mueang Chiang Mai,Chang Phueak,49.1,68.34,38.47,39.15,52.77,38.57,CMU_ST_002,18.8107,98.9817
2026-05-02 15:00:00,2026-05-02,15,Chiang Mai,Mueang Chiang Mai,Chang Phueak,50.88,75.24,37.41,38.13,49.92,37.41,CMU_ST_002,18.8107,98.9817
2026-05-02 16:00:00,2026-05-02,16,Chiang Mai,Mueang Chiang Mai,Chang Phueak,46.68,56.2,37.32,38.93,54.55,37.48,CMU_ST_002,18.8107,98.9817
2026-05-02 17:00:00,2026-05-02,17,Chiang Mai,Mueang Chiang Mai,Chang Phueak,46.56,71.18,36.61,37.63,57.62,36.88,CMU_ST_002,18.8107,98.9817
2026-05-02 18:00:00,2026-05-02,18,Chiang Mai,Mueang Chiang Mai,Chang Phueak,51.7,70.03,36.81,37.95,55.61,37.01,CMU_ST_002,18.8107,98.9817
2026-05-02 19:00:00,2026-05-02,19,Chiang Mai,Mueang Chiang Mai,Chang Phueak,45.47,51.33,35.26,36.26,55.35,35.45,CMU_ST_002,18.8107,98.9817
2026-05-02 20:00:00,2026-05-02,20,Chiang Mai,Mueang Chiang Mai,Chang Phueak,38.76,44.06,34.47,34.98,57.87,34.74,CMU_ST_002,18.8107,98.9817
2026-05-02 21:00:00,2026-05-02,21,Chiang Mai,Mueang Chiang Mai,Chang Phueak,35.01,51.71,34.31,34.75,55.89,34.52,CMU_ST_002,18.8107,98.9817
2026-05-02 22:00:00,2026-05-02,22,Chiang Mai,Mueang Chiang Mai,Chang Phueak,33.09,48.46,34.2,35.44,54.7,34.37,CMU_ST_002,18.8107,98.9817
2026-05-02 23:00:00,2026-05-02,23,Chiang Mai,Mueang Chiang Mai,Chang Phueak,32.26,57.12,33.29,35.07,57.97,33.57,CMU_ST_002,18.8107,98.9817
2026-05-03 00:00:00,2026-05-03,0,Chiang Mai,Mueang Chiang Mai,Chang Phueak,52.37,61.28,31.67,32.41,62.4,32.11,CMU_ST_002,18.8107,98.9817
2026-05-03 01:00:00,2026-05-03,1,Chiang Mai,Mueang Chiang Mai,Chang Phueak,59.77,77.76,32.12,33.83,62.9,32.57,CMU_ST_002,18.8107,98.9817
2026-05-03 02:00:00,2026-05-03,2,Chiang Mai,Mueang Chiang Mai,Chang Phueak,61.9,68.23,30.72,31.77,64.3,31.22,CMU_ST_002,18.8107,98.9817
2026-05-03 03:00:00,2026-05-03,3,Chiang Mai,Mueang Chiang Mai,Chang Phueak,74.53,98.94,30.93,31.98,65.44,31.47,CMU_ST_002,18.8107,98.9817
2026-05-03 04:00:00,2026-05-03,4,Chiang Mai,Mueang Chiang Mai,Chang Phueak,92.41,98.66,31.07,31.92,61.41,31.47,CMU_ST_002,18.8107,98.9817
2026-05-03 05:00:00,2026-05-03,5,Chiang Mai,Mueang Chiang Mai,Chang Phueak,117.31,141.4,30.44,31.33,68.7,31.1,CMU_ST_002,18.8107,98.9817
2026-05-03 06:00:00,2026-05-03,6,Chiang Mai,Mueang Chiang Mai,Chang Phueak,139.57,147.58,31.18,32.36,63.25,31.65,CMU_ST_002,18.8107,98.9817
2026-05-03 07:00:00,2026-05-03,7,Chiang Mai,Mueang Chiang Mai,Chang Phueak,150.04,162.85,31.79,33.27,60.58,32.16,CMU_ST_002,18.8107,98.9817
2026-05-03 08:00:00,2026-05-03,8,Chiang Mai,Mueang Chiang Mai,Chang Phueak,161.95,184.05,31.99,32.42,62.47,32.43,CMU_ST_002,18.8107,98.9817
2026-05-03 09:00:00,2026-05-03,9,Chiang Mai,Mueang Chiang Mai,Chang Phueak,156.04,176.78,33.43,34.46,62.4,33.87,CMU_ST_002,18.8107,98.9817
2026-05-03 10:00:00,2026-05-03,10,Chiang Mai,Mueang Chiang Mai,Chang Phueak,132.93,145.37,34.93,36.7,60.61,35.3,CMU_ST_002,18.8107,98.9817
2026-05-03 11:00:00,2026-05-03,11,Chiang Mai,Mueang Chiang Mai,Chang Phueak,118.34,131.2,35.29,36.76,51.44,35.34,CMU_ST_002,18.8107,98.9817
2026-05-03 12:00:00,2026-05-03,12,Chiang Mai,Mueang Chiang Mai,Chang Phueak,106.88,115.43,37.36,37.86,55.28,37.54,CMU_ST_002,18.8107,98.9817
2026-05-03 13:00:00,2026-05-03,13,Chiang Mai,Mueang Chiang Mai,Chang Phueak,93.28,115.75,37.59,38.18,50.29,37.6,CMU_ST_002,18.8107,98.9817
2026-05-03 14:00:00,2026-05-03,14,Chiang Mai,Mueang Chiang Mai,Chang Phueak,89.35,108.99,37.73,38.48,45.64,37.73,CMU_ST_002,18.8107,98.9817
2026-05-03 15:00:00,2026-05-03,15,Chiang Mai,Mueang Chiang Mai,Chang Phueak,78.82,85.29,37.67,39.17,49.85,37.67,CMU_ST_002,18.8107,98.9817
2026-05-03 16:00:00,2026-05-03,16,Chiang Mai,Mueang Chiang Mai,Chang Phueak,63.54,71.0,37.72,38.51,53.23,37.84,CMU_ST_002,18.8107,98.9817
2026-05-03 17:00:00,2026-05-03,17,Chiang Mai,Mueang Chiang Mai,Chang Phueak,70.21,86.49,37.33,38.67,47.69,37.33,CMU_ST_002,18.8107,98.9817
2026-05-03 18:00:00,2026-05-03,18,Chiang Mai,Mueang Chiang Mai,Chang Phueak,58.88,66.64,37.2,37.73,51.22,37.24,CMU_ST_002,18.8107,98.9817
2026-05-03 19:00:00,2026-05-03,19,Chiang Mai,Mueang Chiang Mai,Chang Phueak,67.19,79.86,36.09,37.72,51.37,36.14,CMU_ST_002,18.8107,98.9817
2026-05-03 20:00:00,2026-05-03,20,Chiang Mai,Mueang Chiang Mai,Chang Phueak,52.52,57.87,34.92,35.45,54.98,35.1,CMU_ST_002,18.8107,98.9817
2026-05-03 21:00:00,2026-05-03,21,Chiang Mai,Mueang Chiang Mai,Chang Phueak,61.21,82.94,34.32,35.71,54.42,34.47,CMU_ST_002,18.8107,98.9817
2026-05-03 22:00:00,2026-05-03,22,Chiang Mai,Mueang Chiang Mai,Chang Phueak,58.39,74.15,34.69,35.75,58.9,35.0,CMU_ST_002,18.8107,98.9817
2026-05-03 23:00:00,2026-05-03,23,Chiang Mai,Mueang Chiang Mai,Chang Phueak,48.72,71.48,33.46,34.76,57.03,33.71,CMU_ST_002,18.8107,98.9817
2026-05-04 00:00:00,2026-05-04,0,Chiang Mai,Mueang Chiang Mai,Chang Phueak,67.38,76.77,31.97,32.99,59.77,32.32,CMU_ST_002,18.8107,98.9817
2026-05-04 01:00:00,2026-05-04,1,Chiang Mai,Mueang Chiang Mai,Chang Phueak,68.58,92.11,32.3,33.97,64.45,32.81,CMU_ST_002,18.8107,98.9817
2026-05-04 02:00:00,2026-05-04,2,Chiang Mai,Mueang Chiang Mai,Chang Phueak,74.06,89.74,30.68,31.47,62.63,31.12,CMU_ST_002,18.8107,98.9817
2026-05-04 03:00:00,2026-05-04,3,Chiang Mai,Mueang Chiang Mai,Chang Phueak,85.87,92.96,30.82,31.39,62.74,31.27,CMU_ST_002,18.8107,98.9817
2026-05-04 04:00:00,2026-05-04,4,Chiang Mai,Mueang Chiang Mai,Chang Phueak,113.28,137.15,30.26,30.69,68.32,30.9,CMU_ST_002,18.8107,98.9817
2026-05-04 05:00:00,2026-05-04,5,Chiang Mai,Mueang Chiang Mai,Chang Phueak,138.21,152.94,29.63,30.19,64.38,30.13,CMU_ST_002,18.8107,98.9817
2026-05-04 06:00:00,2026-05-04,6,Chiang Mai,Mueang Chiang Mai,Chang Phueak,150.91,172.34,29.87,31.55,65.52,30.41,CMU_ST_002,18.8107,98.9817
2026-05-04 07:00:00,2026-05-04,7,Chiang Mai,Mueang Chiang Mai,Chang Phueak,176.48,200.2,31.07,32.51,62.85,31.52,CMU_ST_002,18.8107,98.9817
2026-05-04 08:00:00,2026-05-04,8,Chiang Mai,Mueang Chiang Mai,Chang Phueak,184.45,204.46,31.85,33.47,64.06,32.34,CMU_ST_002,18.8107,98.9817
2026-05-04 09:00:00,2026-05-04,9,Chiang Mai,Mueang Chiang Mai,Chang Phueak,178.05,186.56,33.26,33.91,58.03,33.54,CMU_ST_002,18.8107,98.9817
2026-05-04 10:00:00,2026-05-04,10,Chiang Mai,Mueang Chiang Mai,Chang Phueak,167.84,191.3,33.94,35.45,56.34,34.17,CMU_ST_002,18.8107,98.9817
2026-05-04 11:00:00,2026-05-04,11,Chiang Mai,Mueang Chiang Mai,Chang Phueak,146.14,151.41,36.11,37.88,58.46,36.41,CMU_ST_002,18.8107,98.9817
2026-05-04 12:00:00,2026-05-04,12,Chiang Mai,Mueang Chiang Mai,Chang Phueak,124.65,132.76,36.84,37.95,47.78,36.84,CMU_ST_002,18.8107,98.9817
2026-05-04 13:00:00,2026-05-04,13,Chiang Mai,Mueang Chiang Mai,Chang Phueak,98.76,106.15,36.89,38.49,53.96,37.03,CMU_ST_002,18.8107,98.9817
2026-05-04 14:00:00,2026-05-04,14,Chiang Mai,Mueang Chiang Mai,Chang Phueak,98.93,108.28,38.17,39.57,51.6,38.23,CMU_ST_002,18.8107,98.9817
2026-05-04 15:00:00,2026-05-04,15,Chiang Mai,Mueang Chiang Mai,Chang Phueak,93.1,105.41,38.38,39.04,53.53,38.51,CMU_ST_002,18.8107,98.9817
2026-05-04 16:00:00,2026-05-04,16,Chiang Mai,Mueang Chiang Mai,Chang Phueak,86.92,106.71,37.08,38.28,54.09,37.22,CMU_ST_002,18.8107,98.9817
2026-05-04 17:00:00,2026-05-04,17,Chiang Mai,Mueang Chiang Mai,Chang Phueak,80.46,104.69,36.84,38.22,56.9,37.08,CMU_ST_002,18.8107,98.9817
2026-05-04 18:00:00,2026-05-04,18,Chiang Mai,Mueang Chiang Mai,Chang Phueak,71.41,92.52,37.11,38.45,51.93,37.17,CMU_ST_002,18.8107,98.9817
2026-05-04 19:00:00,2026-05-04,19,Chiang Mai,Mueang Chiang Mai,Chang Phueak,73.43,81.75,35.26,36.07,55.18,35.44,CMU_ST_002,18.8107,98.9817
2026-05-04 20:00:00,2026-05-04,20,Chiang Mai,Mueang Chiang Mai,Chang Phueak,69.13,90.36,35.18,36.33,51.33,35.23,CMU_ST_002,18.8107,98.9817
2026-05-04 21:00:00,2026-05-04,21,Chiang Mai,Mueang Chiang Mai,Chang Phueak,63.85,84.08,33.79,34.45,56.53,34.02,CMU_ST_002,18.8107,98.9817
2026-05-04 22:00:00,2026-05-04,22,Chiang Mai,Mueang Chiang Mai,Chang Phueak,58.18,78.2,34.65,35.07,58.53,34.95,CMU_ST_002,18.8107,98.9817
2026-05-04 23:00:00,2026-05-04,23,Chiang Mai,Mueang Chiang Mai,Chang Phueak,59.77,74.73,32.94,34.18,63.64,33.42,CMU_ST_002,18.8107,98.9817
2026-05-05 00:00:00,2026-05-05,0,Chiang Mai,Mueang Chiang Mai,Chang Phueak,57.71,81.6,31.96,33.45,66.47,32.53,CMU_ST_002,18.8107,98.9817
2026-05-05 01:00:00,2026-05-05,1,Chiang Mai,Mueang Chiang Mai,Chang Phueak,66.96,85.92,32.1,32.99,62.05,32.52,CMU_ST_002,18.8107,98.9817
2026-05-05 02:00:00,2026-05-05,2,Chiang Mai,Mueang Chiang Mai,Chang Phueak,69.02,76.47,30.87,32.48,63.7,31.35,CMU_ST_002,18.8107,98.9817
2026-05-05 03:00:00,2026-05-05,3,Chiang Mai,Mueang Chiang Mai,Chang Phueak,91.0,97.0,30.71,32.32,67.46,31.32,CMU_ST_002,18.8107,98.9817
2026-05-05 04:00:00,2026-05-05,4,Chiang Mai,Mueang Chiang Mai,Chang Phueak,103.06,117.54,30.93,31.94,68.7,31.58,CMU_ST_002,18.8107,98.9817
2026-05-05 05:00:00,2026-05-05,5,Chiang Mai,Mueang Chiang Mai,Chang Phueak,131.21,151.84,29.94,30.9,70.25,30.65,CMU_ST_002,18.8107,98.9817
2026-05-05 06:00:00,2026-05-05,6,Chiang Mai,Mueang Chiang Mai,Chang Phueak,155.77,178.51,29.83,31.28,70.73,30.55,CMU_ST_002,18.8107,98.9817
2026-05-05 07:00:00,2026-05-05,7,Chiang Mai,Mueang Chiang Mai,Chang Phueak,170.65,195.1,31.15,31.82,62.47,31.58,CMU_ST_002,18.8107,98.9817
2026-05-05 08:00:00,2026-05-05,8,Chiang Mai,Mueang Chiang Mai,Chang Phueak,173.05,193.56,32.3,33.45,59.68,32.64,CMU_ST_002,18.8107,98.9817
2026-05-05 09:00:00,2026-05-05,9,Chiang Mai,Mueang Chiang Mai,Chang Phueak,175.88,190.68,33.3,33.95,61.54,33.71,CMU_ST_002,18.8107,98.9817
2026-05-05 10:00:00,2026-05-05,10,Chiang Mai,Mueang Chiang Mai,Chang Phueak,151.15,156.96,34.48,35.6,56.41,34.7,CMU_ST_002,18.8107,98.9817
2026-05-05 11:00:00,2026-05-05,11,Chiang Mai,Mueang Chiang Mai,Chang Phueak,144.8,162.63,35.99,37.27,51.41,36.04,CMU_ST_002,18.8107,98.9817
2026-05-05 12:00:00,2026-05-05,12,Chiang Mai,Mueang Chiang Mai,Chang Phueak,124.54,145.76,36.99,38.71,53.35,37.11,CMU_ST_002,18.8107,98.9817
2026-05-05 13:00:00,2026-05-05,13,Chiang Mai,Mueang Chiang Mai,Chang Phueak,107.88,129.49,36.91,37.5,57.01,37.16,CMU_ST_002,18.8107,98.9817
2026-05-05 14:00:00,2026-05-05,14,Chiang Mai,Mueang Chiang Mai,Chang Phueak,90.06,96.01,38.5,39.75,45.65,38.5,CMU_ST_002,18.8107,98.9817
2026-05-05 15:00:00,2026-05-05,15,Chiang Mai,Mueang Chiang Mai,Chang Phueak,81.66,106.63,38.03,39.1,54.67,38.19,CMU_ST_002,18.8107,98.9817
2026-05-05 16:00:00,2026-05-05,16,Chiang Mai,Mueang Chiang Mai,Chang Phueak,73.85,94.97,38.13,39.17,50.31,38.14,CMU_ST_002,18.8107,98.9817
2026-05-05 17:00:00,2026-05-05,17,Chiang Mai,Mueang Chiang Mai,Chang Phueak,72.07,94.42,37.21,37.76,55.65,37.41,CMU_ST_002,18.8107,98.9817
2026-05-05 18:00:00,2026-05-05,18,Chiang Mai,Mueang Chiang Mai,Chang Phueak,65.93,79.58,36.69,38.18,56.68,36.92,CMU_ST_002,18.8107,98.9817
2026-05-05 19:00:00,2026-05-05,19,Chiang Mai,Mueang Chiang Mai,Chang Phueak,74.9,90.58,36.49,38.27,57.27,36.74,CMU_ST_002,18.8107,98.9817
2026-05-05 20:00:00,2026-05-05,20,Chiang Mai,Mueang Chiang Mai,Chang Phueak,62.45,69.77,34.91,36.15,59.46,35.24,CMU_ST_002,18.8107,98.9817
2026-05-05 21:00:00,2026-05-05,21,Chiang Mai,Mueang Chiang Mai,Chang Phueak,56.72,70.98,33.98,34.67,54.81,34.14,CMU_ST_002,18.8107,98.9817
2026-05-05 22:00:00,2026-05-05,22,Chiang Mai,Mueang Chiang Mai,Chang Phueak,67.52,77.75,34.63,35.48,61.38,35.03,CMU_ST_002,18.8107,98.9817
2026-05-05 23:00:00,2026-05-05,23,Chiang Mai,Mueang Chiang Mai,Chang Phueak,53.71,77.02,34.1,35.65,58.81,34.41,CMU_ST_002,18.8107,98.9817
2026-05-06 00:00:00,2026-05-06,0,Chiang Mai,Mueang Chiang Mai,Chang Phueak,60.68,69.77,32.09,33.53,61.62,32.5,CMU_ST_002,18.8107,98.9817
2026-05-06 01:00:00,2026-05-06,1,Chiang Mai,Mueang Chiang Mai,Chang Phueak,70.67,91.98,32.09,33.8,64.77,32.61,CMU_ST_002,18.8107,98.9817
2026-05-06 02:00:00,2026-05-06,2,Chiang Mai,Mueang Chiang Mai,Chang Phueak,76.77,93.48,31.47,32.18,59.78,31.81,CMU_ST_002,18.8107,98.9817
2026-05-06 03:00:00,2026-05-06,3,Chiang Mai,Mueang Chiang Mai,Chang Phueak,81.38,98.63,30.1,30.52,63.64,30.58,CMU_ST_002,18.8107,98.9817
2026-05-06 04:00:00,2026-05-06,4,Chiang Mai,Mueang Chiang Mai,Chang Phueak,102.02,112.32,30.3,31.95,70.19,31.01,CMU_ST_002,18.8107,98.9817
2026-05-06 05:00:00,2026-05-06,5,Chiang Mai,Mueang Chiang Mai,Chang Phueak,131.07,142.37,30.81,31.96,62.28,31.24,CMU_ST_002,18.8107,98.9817
2026-05-06 06:00:00,2026-05-06,6,Chiang Mai,Mueang Chiang Mai,Chang Phueak,152.12,173.92,30.59,31.01,62.33,31.02,CMU_ST_002,18.8107,98.9817
2026-05-06 07:00:00,2026-05-06,7,Chiang Mai,Mueang Chiang Mai,Chang Phueak,169.66,176.99,31.88,33.36,64.91,32.4,CMU_ST_002,18.8107,98.9817
2026-05-06 08:00:00,2026-05-06,8,Chiang Mai,Mueang Chiang Mai,Chang Phueak,168.09,184.63,32.84,33.72,57.2,33.1,CMU_ST_002,18.8107,98.9817
2026-05-06 09:00:00,2026-05-06,9,Chiang Mai,Mueang Chiang Mai,Chang Phueak,167.35,177.55,33.62,34.9,57.95,33.9,CMU_ST_002,18.8107,98.9817
2026-05-06 10:00:00,2026-05-06,10,Chiang Mai,Mueang Chiang Mai,Chang Phueak,158.02,168.88,33.99,34.56,55.2,34.17,CMU_ST_002,18.8107,98.9817
2026-05-06 11:00:00,2026-05-06,11,Chiang Mai,Mueang Chiang Mai,Chang Phueak,141.98,151.41,36.14,36.67,50.07,36.14,CMU_ST_002,18.8107,98.9817
2026-05-06 12:00:00,2026-05-06,12,Chiang Mai,Mueang Chiang Mai,Chang Phueak,114.16,127.25,37.09,37.76,55.0,37.27,CMU_ST_002,18.8107,98.9817
2026-05-06 13:00:00,2026-05-06,13,Chiang Mai,Mueang Chiang Mai,Chang Phueak,107.29,123.59,37.02,37.52,56.73,37.26,CMU_ST_002,18.8107,98.9817
2026-05-06 14:00:00,2026-05-06,14,Chiang Mai,Mueang Chiang Mai,Chang Phueak,90.45,107.39,37.5,38.6,49.67,37.5,CMU_ST_002,18.8107,98.9817
2026-05-06 15:00:00,2026-05-06,15,Chiang Mai,Mueang Chiang Mai,Chang Phueak,89.42,113.58,38.27,38.96,50.55,38.29,CMU_ST_002,18.8107,98.9817
