date,province,amphoe,tambon,local_name,pm25_avg,temperature_avg
2026-04-03 21:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,267.86,28.32
2026-04-03 22:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,280.0,26.5
2026-04-03 22:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,280.0,27.64
2026-04-03 23:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,282.78,25.45
2026-04-03 23:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,282.78,26.32
2026-04-04 00:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,286.67,25.25
2026-04-04 00:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,286.67,25.52
2026-04-04 01:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,279.81,24.65
2026-04-04 01:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,279.81,24.85
2026-04-04 02:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,274.52,23.94
2026-04-04 02:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,274.52,24.04
2026-04-04 03:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,268.52,24.0
2026-04-04 03:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,268.52,24.16
2026-04-04 04:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,247.85,23.28
2026-04-04 04:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,247.85,23.62
2026-04-04 05:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,246.05,22.36
2026-04-04 05:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,246.05,22.98
2026-04-04 06:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,244.52,21.87
2026-04-04 06:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,244.52,22.59
2026-04-04 07:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,246.33,22.07
2026-04-04 07:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,246.33,22.63
2026-04-04 08:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,283.9,24.03
2026-04-04 08:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,283.9,24.58
2026-04-04 09:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,302.52,26.54
2026-04-04 09:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,302.52,27.26
2026-04-04 10:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,312.1,29.61
2026-04-04 10:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,312.1,29.11
2026-04-04 11:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,334.38,32.35
2026-04-04 11:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,334.38,31.69
2026-04-04 12:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,311.05,34.5
2026-04-04 12:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,311.05,33.08
2026-04-04 13:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,316.19,36.69
2026-04-04 13:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,316.19,34.87
2026-04-04 14:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,311.95,37.62
2026-04-04 14:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,311.95,35.86
2026-04-04 15:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,280.57,37.0
2026-04-04 15:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,280.57,36.57
2026-04-04 16:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,293.19,35.8
2026-04-04 16:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,293.19,36.37
2026-04-04 17:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,295.33,33.61
2026-04-04 17:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,295.33,35.62
2026-04-04 18:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,300.15,31.49
2026-04-04 18:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,300.15,33.13
2026-04-04 19:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,312.48,29.64
2026-04-04 19:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,312.48,30.75
2026-04-04 20:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,321.81,28.68
2026-04-04 20:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,321.81,29.52
2026-04-04 21:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,324.43,27.96
2026-04-04 21:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,324.43,28.89
2026-04-04 22:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,331.19,27.88
2026-04-04 22:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,331.19,28.26
2026-04-04 23:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,318.95,27.51
2026-04-04 23:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,318.95,28.24
2026-04-05 00:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,327.24,27.27
2026-04-05 00:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,327.24,27.71
2026-04-05 01:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,324.55,26.59
2026-04-05 01:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,324.55,27.52
2026-04-05 02:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,325.86,26.58
2026-04-05 02:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,325.86,26.78
2026-04-05 03:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,332.06,25.97
2026-04-05 03:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,332.06,26.69
2026-04-05 04:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,329.76,25.65
2026-04-05 04:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,329.76,26.36
2026-04-05 05:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,324.19,24.83
2026-04-05 05:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,324.19,25.6
2026-04-05 06:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,316.86,24.0
2026-04-05 06:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,316.86,24.95
2026-04-05 07:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,313.95,23.73
2026-04-05 07:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,313.95,24.74
2026-04-05 08:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,318.38,25.96
2026-04-05 08:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,318.38,26.86
2026-04-05 09:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,329.0,28.68
2026-04-05 09:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,329.0,28.91
2026-04-05 10:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,332.35,31.49
2026-04-05 10:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,332.35,30.86
2026-04-05 11:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,329.52,34.19
2026-04-05 11:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,329.52,33.0
2026-04-05 12:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,319.76,36.67
2026-04-05 12:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,319.76,34.39
2026-04-05 13:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,296.33,38.34
2026-04-05 13:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,296.33,35.72
2026-04-05 14:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,274.52,37.43
2026-04-05 14:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,274.52,36.66
2026-04-05 15:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,241.29,38.07
2026-04-05 15:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,241.29,36.73
2026-04-05 16:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,213.76,36.88
2026-04-05 16:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,213.76,36.39
2026-04-05 17:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,211.9,33.62
2026-04-05 17:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,211.9,35.13
2026-04-05 18:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,225.43,31.08
2026-04-05 18:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,225.43,31.54
2026-04-05 19:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,224.95,30.71
2026-04-05 19:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,224.95,30.65
2026-04-05 20:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,224.45,28.98
2026-04-05 20:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,224.45,29.0
2026-04-05 21:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,226.38,28.08
2026-04-05 21:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,226.38,27.57
2026-04-05 22:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,235.57,26.77
2026-04-05 22:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,235.57,27.2
2026-04-05 23:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,228.71,26.65
2026-04-05 23:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,228.71,27.04
2026-04-06 00:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,184.29,26.67
2026-04-06 00:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,184.29,26.93
2026-04-06 01:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,154.81,25.79
2026-04-06 01:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,154.81,26.6
2026-04-06 02:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,159.67,24.85
2026-04-06 02:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,159.67,25.39
2026-04-06 03:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,180.05,24.59
2026-04-06 03:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,180.05,24.98
2026-04-06 04:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,201.19,23.77
2026-04-06 04:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,201.19,24.54
2026-04-06 05:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,207.52,23.35
2026-04-06 05:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,207.52,24.06
2026-04-06 06:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,211.75,22.98
2026-04-06 06:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,211.75,23.63
2026-04-06 07:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,222.29,23.31
2026-04-06 07:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,222.29,23.82
2026-04-06 08:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,222.57,25.41
2026-04-06 08:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,222.57,25.47
2026-04-06 09:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,250.95,27.98
2026-04-06 09:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,250.95,27.77
2026-04-06 10:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,265.33,31.18
2026-04-06 10:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,265.33,30.95
2026-04-06 11:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,268.05,33.59
2026-04-06 11:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,268.05,32.62
2026-04-06 12:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,243.62,36.22
2026-04-06 12:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,243.62,34.6
2026-04-06 13:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,205.43,38.59
2026-04-06 13:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,205.43,35.91
2026-04-06 14:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,201.1,38.75
2026-04-06 14:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,201.1,36.97
2026-04-06 15:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,188.76,38.11
2026-04-06 15:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,188.76,37.29
2026-04-06 16:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,185.1,37.32
2026-04-06 16:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,185.1,36.93
2026-04-06 17:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,171.05,34.48
2026-04-06 17:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,171.05,35.68
2026-04-06 18:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,145.38,32.7
2026-04-06 18:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,145.38,33.6
2026-04-06 19:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,122.95,27.55
2026-04-06 19:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,122.95,25.54
2026-04-06 20:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,115.33,26.9
2026-04-06 20:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,115.33,26.35
2026-04-06 21:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,81.29,27.5
2026-04-06 21:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,81.29,27.45
2026-04-06 22:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,108.33,25.53
2026-04-06 22:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,108.33,26.31
2026-04-06 23:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,110.52,25.32
2026-04-06 23:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,110.52,24.25
2026-04-07 00:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,128.33,24.69
2026-04-07 00:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,128.33,25.03
2026-04-07 01:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,148.14,24.35
2026-04-07 01:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,148.14,24.68
2026-04-07 02:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,159.85,24.01
2026-04-07 02:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,159.85,24.58
2026-04-07 03:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,156.57,23.46
2026-04-07 03:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,156.57,24.54
2026-04-07 04:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,137.62,22.93
2026-04-07 04:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,137.62,24.25
2026-04-07 05:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,142.14,22.76
2026-04-07 05:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,142.14,24.14
2026-04-07 06:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,147.0,22.27
2026-04-07 06:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,147.0,24.06
2026-04-07 07:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,150.57,22.86
2026-04-07 07:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,150.57,23.89
2026-04-07 08:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,156.05,24.69
2026-04-07 08:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,156.05,26.11
2026-04-07 09:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,160.55,27.78
2026-04-07 09:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,160.55,28.46
2026-04-07 10:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,161.9,30.75
2026-04-07 10:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,161.9,31.06
2026-04-07 11:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,161.86,33.88
2026-04-07 11:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,161.86,32.75
2026-04-07 12:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,135.15,36.94
2026-04-07 12:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,135.15,34.63
2026-04-07 13:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,106.05,39.14
2026-04-07 13:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,106.05,36.16
2026-04-07 14:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,114.05,38.38
2026-04-07 14:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,114.05,36.83
2026-04-07 15:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,112.75,38.39
2026-04-07 15:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,112.75,37.26
2026-04-07 16:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,113.05,36.62
2026-04-07 16:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,113.05,37.08
2026-04-07 17:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,125.24,35.14
2026-04-07 17:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,125.24,35.76
2026-04-07 18:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,111.0,32.9
2026-04-07 18:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,111.0,33.57
2026-04-07 19:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,111.05,30.6
2026-04-07 19:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,111.05,31.06
2026-04-07 20:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,118.43,30.14
2026-04-07 20:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,118.43,30.11
2026-04-07 21:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,122.7,25.82
2026-04-07 21:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,122.7,27.4
2026-04-07 22:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,110.48,25.68
2026-04-07 22:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,110.48,27.93
2026-04-07 23:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,116.0,25.61
2026-04-07 23:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,116.0,27.48
2026-04-08 00:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,112.71,24.66
2026-04-08 00:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,112.71,26.55
2026-04-08 01:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,100.95,24.04
2026-04-08 01:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,100.95,25.67
2026-04-08 02:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,95.57,23.49
2026-04-08 02:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,95.57,25.08
2026-04-08 03:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,96.86,22.66
2026-04-08 03:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,96.86,24.33
2026-04-08 04:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,94.67,21.78
2026-04-08 04:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,94.67,23.83
2026-04-08 05:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,98.05,21.73
2026-04-08 05:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,98.05,22.98
2026-04-08 06:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,95.24,21.35
2026-04-08 06:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,95.24,22.54
2026-04-08 07:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,95.33,21.74
2026-04-08 07:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,95.33,22.95
2026-04-08 08:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,97.33,24.31
2026-04-08 08:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,97.33,25.69
2026-04-08 09:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,95.81,26.85
2026-04-08 09:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,95.81,27.47
2026-04-08 10:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,95.14,29.61
2026-04-08 10:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,95.14,30.16
2026-04-08 11:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,93.95,33.04
2026-04-08 11:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,93.95,32.01
2026-04-08 12:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,94.95,35.09
2026-04-08 12:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,94.95,32.62
2026-04-08 13:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,87.71,37.86
2026-04-08 13:00:00,เชียงราย,เมือง,รอบเวียง,รพ.เชียงรายประชานุเคราะห์,87.71,34.76
